Datetime,CO(GT)
2005-02-11160000,71.0
2005-02-11170000,66.0
2005-02-11180000,65.0
2005-02-11190000,71.0
2005-02-11200000,49.0
2005-02-11210000,40.0
2005-02-11220000,40.0
2005-02-11230000,36.0
2005-02-12000000,42.0
2005-02-12010000,43.0
2005-02-12020000,36.0
2005-02-12030000,25.0
2005-02-12050000,14.0
2005-02-12060000,14.0
2005-02-12070000,16.0
2005-02-12080000,23.0
2005-02-12090000,24.0
2005-02-12100000,27.0
2005-02-12110000,34.0
2005-02-12120000,31.0
2005-02-12130000,36.0
2005-02-12140000,38.0
2005-02-12150000,33.0
2005-02-12160000,34.0
2005-02-12170000,37.0
2005-02-12180000,46.0
2005-02-12190000,50.0
2005-02-12200000,57.0
2005-02-12210000,52.0
2005-02-12220000,50.0
2005-02-12230000,45.0
2005-02-13000000,41.0
2005-02-13010000,41.0
2005-02-13020000,31.0
2005-02-13030000,27.0
2005-02-13040000,28.0
2005-02-13050000,29.0
2005-02-13060000,26.0
2005-02-13070000,26.0
2005-02-13080000,28.0
2005-02-13090000,33.0
2005-02-13100000,32.0
2005-02-13110000,33.0
2005-02-13120000,15.0
2005-02-13130000,12.0
2005-02-13140000,11.0
2005-02-13150000,17.0
2005-02-13160000,10.0
2005-02-13170000,10.0
2005-02-13180000,26.0
2005-02-13190000,25.0
2005-02-13200000,21.0
2005-02-13210000,10.0
2005-02-13220000,13.0
2005-02-13230000,15.0
2005-02-14000000,14.0
2005-02-14010000,16.0
2005-02-14020000,11.0
2005-02-14030000,7.0
2005-02-14040000,5.0
2005-02-14050000,4.0
2005-02-14060000,7.0
2005-02-14070000,7.0
2005-02-14080000,23.0
2005-02-14090000,25.0
2005-02-14100000,17.0
2005-02-14110000,25.0
2005-02-14120000,21.0
2005-02-14130000,11.0
2005-02-14140000,13.0
2005-02-14150000,11.0
2005-02-14160000,11.0
2005-02-14170000,14.0
2005-02-14180000,23.0
2005-02-14190000,42.0
2005-02-14200000,35.0
2005-02-14210000,30.0
2005-02-14220000,17.0
2005-02-14230000,16.0
2005-02-15000000,10.0
2005-02-15010000,8.0
2005-02-15020000,6.0
2005-02-15030000,4.0
2005-02-15050000,3.0
2005-02-15060000,4.0
2005-02-15070000,5.0
2005-02-15080000,15.0
2005-02-15090000,21.0
2005-02-15100000,16.0
2005-02-15110000,10.0
2005-02-15120000,12.0
2005-02-15130000,13.0
2005-02-15140000,14.0
2005-02-15150000,10.0
2005-02-15160000,14.0
2005-02-15170000,15.0
2005-02-15180000,24.0
2005-02-15190000,28.0
2005-02-15200000,31.0
2005-02-15210000,31.0
2005-02-15220000,20.0
2005-02-15230000,21.0
2005-02-16000000,19.0
2005-02-16010000,25.0
2005-02-16020000,20.0
2005-02-16030000,14.0
2005-02-16040000,11.0
2005-02-16050000,8.0
2005-02-16060000,9.0
2005-02-16070000,16.0
2005-02-16080000,36.0
2005-02-16090000,33.0
2005-02-16100000,21.0
2005-02-16110000,13.0
2005-02-16120000,11.0
2005-02-16130000,15.0
2005-02-16140000,15.0
2005-02-16150000,16.0
2005-02-16160000,15.0
2005-02-16170000,16.0
2005-02-16180000,22.0
2005-02-16190000,34.0
2005-02-16200000,56.0
2005-02-16210000,52.0
2005-02-16220000,28.0
2005-02-16230000,24.0
2005-02-17000000,27.0
2005-02-17010000,26.0
2005-02-17020000,23.0
2005-02-17030000,10.0
2005-02-17040000,6.0
2005-02-17050000,5.0
2005-02-17060000,5.0
2005-02-17070000,10.0
2005-02-17080000,26.0
2005-02-17090000,27.0
2005-02-17100000,18.0
2005-02-17110000,12.0
2005-02-17120000,13.0
2005-02-17130000,14.0
2005-02-17140000,18.0
2005-02-17150000,13.0
2005-02-17160000,14.0
2005-02-17170000,14.0
2005-02-17180000,24.0
2005-02-17190000,28.0
2005-02-17200000,33.0
2005-02-17210000,25.0
2005-02-17220000,21.0
2005-02-17230000,12.0
2005-02-18000000,12.0
2005-02-18010000,13.0
2005-02-18020000,10.0
2005-02-18030000,8.0
2005-02-18050000,4.0
2005-02-18060000,5.0
2005-02-18070000,7.0
2005-02-18080000,21.0
2005-02-18090000,25.0
2005-02-18100000,20.0
2005-02-18110000,14.0
2005-02-18120000,13.0
2005-02-18130000,14.0
2005-02-18140000,16.0
2005-02-18150000,17.0
2005-02-18160000,18.0
2005-02-18170000,24.0
2005-02-18180000,28.0
2005-02-18190000,33.0
2005-02-18200000,48.0
2005-02-18210000,28.0
2005-02-18220000,24.0
2005-02-18230000,29.0
2005-02-19000000,27.0
2005-02-19010000,21.0
2005-02-19020000,15.0
2005-02-19030000,12.0
2005-02-19040000,9.0
2005-02-19050000,8.0
2005-02-19060000,8.0
2005-02-19070000,11.0
2005-02-19080000,19.0
2005-02-19090000,25.0
2005-02-19100000,22.0
2005-02-19110000,21.0
2005-02-19120000,23.0
2005-02-19130000,12.0
2005-02-19140000,12.0
2005-02-19150000,11.0
2005-02-19160000,11.0
2005-02-19170000,14.0
2005-02-19180000,17.0
2005-02-19190000,25.0
2005-02-19200000,27.0
2005-02-19210000,31.0
2005-02-19220000,28.0
2005-02-19230000,19.0
2005-02-20000000,19.0
2005-02-20010000,17.0
2005-02-20020000,22.0
2005-02-20030000,16.0
2005-02-20040000,15.0
2005-02-20050000,8.0
2005-02-20060000,5.0
2005-02-20070000,5.0
2005-02-20080000,7.0
2005-02-20090000,7.0
2005-02-20100000,9.0
2005-02-20110000,10.0
2005-02-20120000,11.0
2005-02-20130000,11.0
2005-02-20140000,10.0
2005-02-20150000,11.0
2005-02-20160000,13.0
2005-02-20170000,12.0
2005-02-20180000,13.0
2005-02-20190000,11.0
2005-02-20200000,15.0
2005-02-20210000,14.0
2005-02-20220000,11.0
2005-02-20230000,13.0
2005-02-21000000,14.0
2005-02-21010000,11.0
2005-02-21020000,8.0
2005-02-21030000,6.0
2005-02-21050000,5.0
2005-02-21060000,6.0
2005-02-21070000,12.0
2005-02-21080000,22.0
2005-02-21090000,29.0
2005-02-21100000,29.0
2005-02-21110000,20.0
2005-02-21120000,17.0
2005-02-21130000,22.0
2005-02-21140000,18.0
2005-02-21150000,16.0
2005-02-21160000,19.0
2005-02-21170000,22.0
2005-02-21180000,22.0
2005-02-21190000,49.0
2005-02-21200000,63.0
2005-02-21210000,27.0
2005-02-21220000,14.0
2005-02-21230000,12.0
2005-02-22000000,8.0
2005-02-22010000,8.0
2005-02-22020000,7.0
2005-02-22030000,4.0
2005-02-22040000,4.0
2005-02-22050000,5.0
2005-02-22060000,9.0
2005-02-22070000,15.0
2005-02-22080000,38.0
2005-02-22090000,54.0
2005-02-22100000,35.0
2005-02-22110000,17.0
2005-02-22120000,20.0
2005-02-22130000,21.0
2005-02-22140000,30.0
2005-02-22150000,21.0
2005-02-22160000,25.0
2005-02-22170000,22.0
2005-02-22180000,24.0
2005-02-22190000,36.0
2005-02-22200000,26.0
2005-02-22210000,27.0
2005-02-22220000,14.0
2005-02-22230000,9.0
2005-02-23000000,15.0
2005-02-23010000,11.0
2005-02-23020000,8.0
2005-02-23030000,6.0
2005-02-23040000,6.0
2005-02-23050000,6.0
2005-02-23060000,6.0
2005-02-23070000,7.0
2005-02-23080000,17.0
2005-02-23090000,19.0
2005-02-23100000,14.0
2005-02-23110000,13.0
2005-02-23120000,12.0
2005-02-23130000,19.0
2005-02-23140000,25.0
2005-02-23150000,23.0
2005-02-23160000,23.0
2005-02-23170000,25.0
2005-02-23180000,28.0
2005-02-23190000,27.0
2005-02-23200000,31.0
2005-02-23210000,29.0
2005-02-23220000,26.0
2005-02-23230000,15.0
2005-02-24000000,16.0
2005-02-24010000,11.0
2005-02-24020000,9.0
2005-02-24030000,7.0
2005-02-24050000,6.0
2005-02-24060000,8.0
2005-02-24070000,15.0
2005-02-24080000,31.0
2005-02-24090000,38.0
2005-02-24100000,27.0
2005-02-24110000,18.0
2005-02-24120000,14.0
2005-02-24130000,17.0
2005-02-24140000,19.0
2005-02-24150000,22.0
2005-02-24160000,30.0
2005-02-24170000,30.0
2005-02-24180000,39.0
2005-02-24190000,40.0
2005-02-24200000,39.0
2005-02-24210000,35.0
2005-02-24220000,24.0
2005-02-24230000,21.0
2005-02-25000000,25.0
2005-02-25010000,21.0
2005-02-25020000,15.0
2005-02-25030000,11.0
2005-02-25040000,10.0
2005-02-25050000,8.0
2005-02-25060000,10.0
2005-02-25070000,14.0
2005-02-25080000,36.0
2005-02-25090000,58.0
2005-02-25100000,42.0
2005-02-25110000,33.0
2005-02-25120000,17.0
2005-02-25130000,21.0
2005-02-25140000,22.0
2005-02-25150000,18.0
2005-02-25160000,20.0
2005-02-25170000,23.0
2005-02-25180000,28.0
2005-02-25190000,34.0
2005-02-25200000,40.0
2005-02-25210000,23.0
2005-02-25220000,27.0
2005-02-25230000,27.0
2005-02-26000000,28.0
2005-02-26010000,21.0
2005-02-26020000,19.0
2005-02-26030000,21.0
2005-02-26040000,17.0
2005-02-26050000,13.0
2005-02-26060000,9.0
2005-02-26070000,10.0
2005-02-26080000,10.0
2005-02-26090000,15.0
2005-02-26100000,15.0
2005-02-26110000,14.0
2005-02-26120000,24.0
2005-02-26130000,28.0
2005-02-26140000,29.0
2005-02-26150000,26.0
2005-02-26160000,25.0
2005-02-26170000,27.0
2005-02-26180000,28.0
2005-02-26190000,30.0
2005-02-26200000,37.0
2005-02-26210000,35.0
2005-02-26220000,38.0
2005-02-26230000,43.0
2005-02-27000000,48.0
2005-02-27010000,42.0
2005-02-27020000,33.0
2005-02-27030000,30.0
2005-02-27050000,10.0
2005-02-27060000,9.0
2005-02-27070000,11.0
2005-02-27080000,11.0
2005-02-27090000,12.0
2005-02-27100000,17.0
2005-02-27110000,16.0
2005-02-27120000,14.0
2005-02-27130000,18.0
2005-02-27140000,11.0
2005-02-27150000,9.0
2005-02-27160000,11.0
2005-02-27170000,11.0
2005-02-27180000,12.0
2005-02-27190000,16.0
2005-02-27200000,26.0
2005-02-27210000,15.0
2005-02-27220000,10.0
2005-02-27230000,13.0
2005-02-28000000,16.0
2005-02-28010000,10.0
2005-02-28020000,6.0
2005-02-28030000,4.0
2005-02-28040000,3.0
2005-02-28050000,3.0
2005-02-28060000,3.0
2005-02-28070000,4.0
2005-02-28080000,10.0
2005-02-28090000,12.0
2005-02-28100000,10.0
2005-02-28110000,9.0
2005-02-28120000,8.0
2005-02-28130000,11.0
2005-02-28140000,10.0
2005-02-28150000,8.0
2005-02-28160000,9.0
2005-02-28170000,9.0
2005-02-28180000,20.0
2005-02-28190000,24.0
2005-02-28200000,25.0
2005-02-28210000,16.0
2005-02-28220000,9.0
2005-02-28230000,7.0
2005-03-01000000,6.0
2005-03-01010000,6.0
2005-03-01020000,4.0
2005-03-01030000,2.0
2005-03-01040000,2.0
2005-03-01050000,2.0
2005-03-01060000,2.0
2005-03-01070000,5.0
2005-03-01080000,15.0
2005-03-01090000,19.0
2005-03-01100000,14.0
2005-03-01110000,9.0
2005-03-01120000,7.0
2005-03-01130000,8.0
2005-03-01140000,10.0
2005-03-01150000,9.0
2005-03-01160000,10.0
2005-03-01170000,9.0
2005-03-01180000,14.0
2005-03-01190000,21.0
2005-03-01200000,28.0
2005-03-01210000,22.0
2005-03-01220000,10.0
2005-03-01230000,11.0
2005-03-02000000,9.0
2005-03-02010000,8.0
2005-03-02020000,6.0
2005-03-02030000,5.0
2005-03-02050000,4.0
2005-03-02060000,5.0
2005-03-02070000,7.0
2005-03-02080000,24.0
2005-03-02090000,28.0
2005-03-02100000,20.0
2005-03-02110000,22.0
2005-03-02120000,14.0
2005-03-02130000,12.0
2005-03-02140000,19.0
2005-03-02150000,13.0
2005-03-02160000,20.0
2005-03-02170000,20.0
2005-03-02180000,34.0
2005-03-02190000,51.0
2005-03-02200000,53.0
2005-03-02210000,28.0
2005-03-02220000,16.0
2005-03-02230000,14.0
2005-03-03000000,14.0
2005-03-03010000,14.0
2005-03-03020000,11.0
2005-03-03030000,9.0
2005-03-03040000,10.0
2005-03-03050000,10.0
2005-03-03060000,12.0
2005-03-03070000,14.0
2005-03-03080000,30.0
2005-03-03090000,42.0
2005-03-03100000,21.0
2005-03-03110000,20.0
2005-03-03120000,16.0
2005-03-03130000,14.0
2005-03-03140000,16.0
2005-03-03150000,15.0
2005-03-03160000,17.0
2005-03-03170000,19.0
2005-03-03180000,38.0
2005-03-03190000,54.0
2005-03-03200000,42.0
2005-03-03210000,38.0
2005-03-03220000,23.0
2005-03-03230000,21.0
2005-03-04000000,23.0
2005-03-04010000,23.0
2005-03-04020000,17.0
2005-03-04030000,12.0
2005-03-04040000,6.0
2005-03-04050000,9.0
2005-03-04060000,11.0
2005-03-04070000,19.0
2005-03-04080000,37.0
2005-03-04090000,61.0
2005-03-04100000,46.0
2005-03-04110000,33.0
2005-03-04120000,33.0
2005-03-04130000,34.0
2005-03-04140000,36.0
2005-03-04150000,39.0
2005-03-04160000,48.0
2005-03-04170000,39.0
2005-03-04180000,36.0
2005-03-04190000,36.0
2005-03-04200000,46.0
2005-03-04210000,23.0
2005-03-04220000,16.0
2005-03-04230000,18.0
2005-03-05000000,22.0
2005-03-05010000,21.0
2005-03-05020000,17.0
2005-03-05030000,15.0
2005-03-05050000,11.0
2005-03-05060000,11.0
2005-03-05070000,8.0
2005-03-05080000,13.0
2005-03-05090000,23.0
2005-03-05100000,11.0
2005-03-05110000,11.0
2005-03-05120000,15.0
2005-03-05130000,16.0
2005-03-05140000,22.0
2005-03-05150000,15.0
2005-03-05160000,18.0
2005-03-05170000,20.0
2005-03-05180000,19.0
2005-03-05190000,25.0
2005-03-05200000,26.0
2005-03-05210000,32.0
2005-03-05220000,22.0
2005-03-05230000,19.0
2005-03-06000000,24.0
2005-03-06010000,18.0
2005-03-06020000,9.0
2005-03-06030000,8.0
2005-03-06040000,7.0
2005-03-06050000,6.0
2005-03-06060000,5.0
2005-03-06070000,6.0
2005-03-06080000,6.0
2005-03-06090000,7.0
2005-03-06100000,7.0
2005-03-06110000,9.0
2005-03-06120000,10.0
2005-03-06130000,10.0
2005-03-06140000,14.0
2005-03-06150000,30.0
2005-03-06160000,15.0
2005-03-06170000,17.0
2005-03-06180000,23.0
2005-03-06190000,25.0
2005-03-06200000,21.0
2005-03-06210000,15.0
2005-03-06220000,14.0
2005-03-06230000,14.0
2005-03-07000000,14.0
2005-03-07010000,12.0
2005-03-07020000,9.0
2005-03-07030000,6.0
2005-03-07040000,4.0
2005-03-07050000,4.0
2005-03-07060000,5.0
2005-03-07070000,7.0
2005-03-07080000,15.0
2005-03-07090000,19.0
2005-03-07100000,16.0
2005-03-07110000,14.0
2005-03-07120000,13.0
2005-03-07130000,13.0
2005-03-07140000,12.0
2005-03-07150000,13.0
2005-03-07160000,14.0
2005-03-07170000,17.0
2005-03-07180000,25.0
2005-03-07190000,38.0
2005-03-07200000,42.0
2005-03-07210000,28.0
2005-03-07220000,15.0
2005-03-07230000,18.0
2005-03-08000000,15.0
2005-03-08010000,15.0
2005-03-08020000,12.0
2005-03-08030000,8.0
2005-03-08050000,7.0
2005-03-08060000,7.0
2005-03-08070000,13.0
2005-03-08080000,34.0
2005-03-08090000,55.0
2005-03-08100000,41.0
2005-03-08110000,30.0
2005-03-08120000,19.0
2005-03-08130000,18.0
2005-03-08140000,21.0
2005-03-08150000,23.0
2005-03-08160000,23.0
2005-03-08170000,20.0
2005-03-08180000,31.0
2005-03-08190000,51.0
2005-03-08200000,59.0
2005-03-08210000,32.0
2005-03-08220000,24.0
2005-03-08230000,14.0
2005-03-09000000,14.0
2005-03-09010000,13.0
2005-03-09020000,10.0
2005-03-09030000,8.0
2005-03-09040000,8.0
2005-03-09050000,9.0
2005-03-09060000,9.0
2005-03-09070000,17.0
2005-03-09080000,43.0
2005-03-09090000,60.0
2005-03-09100000,38.0
2005-03-09110000,33.0
2005-03-09120000,23.0
2005-03-09130000,24.0
2005-03-09140000,22.0
2005-03-09150000,19.0
2005-03-09160000,17.0
2005-03-09170000,19.0
2005-03-09180000,38.0
2005-03-09190000,53.0
2005-03-09200000,59.0
2005-03-09210000,55.0
2005-03-09220000,20.0
2005-03-09230000,18.0
2005-03-10000000,16.0
2005-03-10010000,13.0
2005-03-10020000,11.0
2005-03-10030000,11.0
2005-03-10040000,10.0
2005-03-10050000,8.0
2005-03-10060000,9.0
2005-03-10070000,13.0
2005-03-10080000,41.0
2005-03-10090000,39.0
2005-03-10100000,35.0
2005-03-10110000,27.0
2005-03-10120000,23.0
2005-03-10130000,23.0
2005-03-10140000,21.0
2005-03-10150000,22.0
2005-03-10160000,18.0
2005-03-10170000,19.0
2005-03-10180000,27.0
2005-03-10190000,47.0
2005-03-10200000,54.0
2005-03-10210000,42.0
2005-03-10220000,21.0
2005-03-10230000,14.0
2005-03-11000000,14.0
2005-03-11010000,14.0
2005-03-11020000,10.0
2005-03-11030000,8.0
2005-03-11050000,7.0
2005-03-11060000,6.0
2005-03-11070000,2.0
2005-03-11080000,15.0
2005-03-11090000,35.0
2005-03-11100000,30.0
2005-03-11110000,30.0
2005-03-11120000,10.0
2005-03-11130000,15.0
2005-03-11140000,22.0
2005-03-11150000,17.0
2005-03-11160000,11.0
2005-03-11170000,13.0
2005-03-11180000,15.0
2005-03-11190000,34.0
2005-03-11200000,38.0
2005-03-11210000,28.0
2005-03-11220000,8.0
2005-03-11230000,5.0
2005-03-12000000,10.0
2005-03-12010000,4.0
2005-03-12020000,4.0
2005-03-12030000,3.0
2005-03-12080000,1.0
2005-03-12090000,2.0
2005-03-12100000,6.0
2005-03-12110000,7.0
2005-03-12120000,6.0
2005-03-12130000,3.0
2005-03-12140000,5.0
2005-03-12150000,2.0
2005-03-12160000,4.0
2005-03-12170000,7.0
2005-03-12180000,9.0
2005-03-12190000,8.0
2005-03-12200000,24.0
2005-03-12210000,33.0
2005-03-12220000,9.0
2005-03-12230000,1.0
2005-03-13000000,1.0
2005-03-13010000,1.0
2005-03-13020000,2.0
2005-03-13090000,1.0
2005-03-13100000,3.0
2005-03-13110000,10.0
2005-03-13120000,16.0
2005-03-13130000,14.0
2005-03-13140000,3.0
2005-03-13150000,1.0
2005-03-13160000,3.0
2005-03-13170000,5.0
2005-03-13180000,8.0
2005-03-13190000,32.0
2005-03-13200000,28.0
2005-03-13210000,10.0
2005-03-13220000,9.0
2005-03-13230000,9.0
2005-03-14000000,4.0
2005-03-14010000,4.0
2005-03-14020000,3.0
2005-03-14030000,1.0
2005-03-14050000,8.0
2005-03-14060000,10.0
2005-03-14070000,16.0
2005-03-14080000,35.0
2005-03-14090000,40.0
2005-03-14100000,35.0
2005-03-14110000,16.0
2005-03-14120000,15.0
2005-03-14130000,15.0
2005-03-14140000,17.0
2005-03-14150000,16.0
2005-03-14160000,24.0
2005-03-14170000,34.0
2005-03-14180000,54.0
2005-03-14190000,65.0
2005-03-14200000,65.0
2005-03-14210000,40.0
2005-03-14220000,21.0
2005-03-14230000,16.0
2005-03-15000000,15.0
2005-03-15010000,7.0
2005-03-15020000,7.0
2005-03-15030000,6.0
2005-03-15040000,5.0
2005-03-15050000,4.0
2005-03-15060000,6.0
2005-03-15070000,9.0
2005-03-15080000,26.0
2005-03-15090000,33.0
2005-03-15100000,40.0
2005-03-15110000,31.0
2005-03-15120000,22.0
2005-03-15130000,21.0
2005-03-15140000,22.0
2005-03-15150000,19.0
2005-03-15160000,25.0
2005-03-15170000,29.0
2005-03-15180000,39.0
2005-03-15190000,63.0
2005-03-15200000,74.0
2005-03-15210000,57.0
2005-03-15220000,23.0
2005-03-15230000,15.0
2005-03-16000000,14.0
2005-03-16010000,11.0
2005-03-16020000,9.0
2005-03-16030000,7.0
2005-03-16040000,6.0
2005-03-16050000,6.0
2005-03-16060000,8.0
2005-03-16070000,10.0
2005-03-16080000,21.0
2005-03-16090000,42.0
2005-03-16100000,43.0
2005-03-16110000,32.0
2005-03-16120000,28.0
2005-03-16130000,24.0
2005-03-16140000,25.0
2005-03-16150000,29.0
2005-03-16160000,30.0
2005-03-16170000,36.0
2005-03-16180000,35.0
2005-03-16190000,48.0
2005-03-16200000,44.0
2005-03-16210000,49.0
2005-03-16220000,29.0
2005-03-16230000,21.0
2005-03-17000000,16.0
2005-03-17010000,12.0
2005-03-17020000,9.0
2005-03-17030000,7.0
2005-03-17050000,5.0
2005-03-17060000,6.0
2005-03-17070000,13.0
2005-03-17080000,38.0
2005-03-17090000,56.0
2005-03-17100000,44.0
2005-03-17110000,30.0
2005-03-17120000,22.0
2005-03-17130000,20.0
2005-03-17140000,22.0
2005-03-17150000,21.0
2005-03-17160000,22.0
2005-03-17170000,19.0
2005-03-17180000,27.0
2005-03-17190000,39.0
2005-03-17200000,56.0
2005-03-17210000,49.0
2005-03-17220000,22.0
2005-03-17230000,19.0
2005-03-18000000,14.0
2005-03-18010000,13.0
2005-03-18020000,11.0
2005-03-18030000,9.0
2005-03-18040000,9.0
2005-03-18050000,7.0
2005-03-18060000,8.0
2005-03-18070000,12.0
2005-03-18080000,29.0
2005-03-18090000,54.0
2005-03-18100000,43.0
2005-03-18110000,31.0
2005-03-18120000,24.0
2005-03-18130000,23.0
2005-03-18140000,23.0
2005-03-18150000,23.0
2005-03-18160000,34.0
2005-03-18170000,37.0
2005-03-18180000,41.0
2005-03-18190000,56.0
2005-03-18200000,53.0
2005-03-18210000,49.0
2005-03-18220000,20.0
2005-03-18230000,19.0
2005-03-19000000,22.0
2005-03-19010000,19.0
2005-03-19020000,11.0
2005-03-19030000,10.0
2005-03-19040000,9.0
2005-03-19050000,9.0
2005-03-19060000,7.0
2005-03-19070000,10.0
2005-03-19080000,20.0
2005-03-19090000,27.0
2005-03-19100000,25.0
2005-03-19110000,24.0
2005-03-19120000,22.0
2005-03-19130000,21.0
2005-03-19140000,18.0
2005-03-19150000,14.0
2005-03-19160000,21.0
2005-03-19170000,17.0
2005-03-19180000,19.0
2005-03-19190000,27.0
2005-03-19200000,32.0
2005-03-19210000,33.0
2005-03-19220000,23.0
2005-03-19230000,19.0
2005-03-20000000,19.0
2005-03-20010000,19.0
2005-03-20020000,15.0
2005-03-20030000,11.0
2005-03-20050000,8.0
2005-03-20060000,6.0
2005-03-20070000,7.0
2005-03-20080000,7.0
2005-03-20090000,10.0
2005-03-20100000,15.0
2005-03-20110000,24.0
2005-03-20120000,16.0
2005-03-20130000,12.0
2005-03-20140000,9.0
2005-03-20150000,9.0
2005-03-20160000,11.0
2005-03-20170000,14.0
2005-03-20180000,17.0
2005-03-20190000,29.0
2005-03-20200000,40.0
2005-03-20210000,40.0
2005-03-20220000,19.0
2005-03-20230000,15.0
2005-03-21000000,15.0
2005-03-21010000,16.0
2005-03-21020000,11.0
2005-03-21030000,8.0
2005-03-21040000,7.0
2005-03-21050000,6.0
2005-03-21060000,7.0
2005-03-21070000,13.0
2005-03-21080000,32.0
2005-03-21090000,61.0
2005-03-21100000,43.0
2005-03-21110000,26.0
2005-03-21120000,20.0
2005-03-21130000,18.0
2005-03-21140000,21.0
2005-03-21150000,21.0
2005-03-21160000,20.0
2005-03-21170000,26.0
2005-03-21180000,45.0
2005-03-21190000,64.0
2005-03-21200000,60.0
2005-03-21210000,38.0
2005-03-21220000,21.0
2005-03-21230000,12.0
2005-03-22000000,13.0
2005-03-22010000,15.0
2005-03-22020000,9.0
2005-03-22030000,7.0
2005-03-22040000,5.0
2005-03-22050000,6.0
2005-03-22060000,7.0
2005-03-22070000,9.0
2005-03-22080000,22.0
2005-03-22090000,47.0
2005-03-22100000,45.0
2005-03-22110000,31.0
2005-03-22120000,28.0
2005-03-22130000,24.0
2005-03-22140000,25.0
2005-03-22150000,20.0
2005-03-22160000,17.0
2005-03-22170000,17.0
2005-03-22180000,33.0
2005-03-22190000,45.0
2005-03-22200000,58.0
2005-03-22210000,43.0
2005-03-22220000,30.0
2005-03-22230000,28.0
2005-03-23000000,27.0
2005-03-23010000,24.0
2005-03-23020000,22.0
2005-03-23030000,20.0
2005-03-23050000,5.0
2005-03-23060000,7.0
2005-03-23070000,12.0
2005-03-23080000,39.0
2005-03-23090000,49.0
2005-03-23100000,46.0
2005-03-23110000,34.0
2005-03-23120000,20.0
2005-03-23130000,19.0
2005-03-23140000,24.0
2005-03-23150000,24.0
2005-03-23160000,22.0
2005-03-23170000,25.0
2005-03-23180000,39.0
2005-03-23190000,62.0
2005-03-23200000,72.0
2005-03-23210000,39.0
2005-03-23220000,24.0
2005-03-23230000,23.0
2005-03-24000000,19.0
2005-03-24010000,17.0
2005-03-24020000,9.0
2005-03-24030000,7.0
2005-03-24040000,5.0
2005-03-24050000,4.0
2005-03-24060000,4.0
2005-03-24070000,7.0
2005-03-24080000,31.0
2005-03-24090000,34.0
2005-03-24100000,35.0
2005-03-24110000,32.0
2005-03-24120000,32.0
2005-03-24130000,33.0
2005-03-24140000,30.0
2005-03-24150000,20.0
2005-03-24160000,23.0
2005-03-24170000,22.0
2005-03-24180000,27.0
2005-03-24190000,59.0
2005-03-24200000,75.0
2005-03-24210000,50.0
2005-03-24220000,40.0
2005-03-24230000,27.0
2005-03-25000000,20.0
2005-03-25010000,15.0
2005-03-25020000,10.0
2005-03-25030000,10.0
2005-03-25040000,9.0
2005-03-25050000,8.0
2005-03-25060000,6.0
2005-03-25070000,10.0
2005-03-25080000,32.0
2005-03-25090000,43.0
2005-03-25100000,27.0
2005-03-25110000,16.0
2005-03-25120000,14.0
2005-03-25130000,23.0
2005-03-25140000,21.0
2005-03-25150000,14.0
2005-03-25160000,34.0
2005-03-25170000,38.0
2005-03-25180000,49.0
2005-03-25190000,57.0
2005-03-25200000,55.0
2005-03-25210000,39.0
2005-03-25220000,31.0
2005-03-25230000,20.0
2005-03-26000000,25.0
2005-03-26010000,22.0
2005-03-26020000,15.0
2005-03-26030000,12.0
2005-03-26050000,8.0
2005-03-26060000,1.0
2005-03-26070000,11.0
2005-03-26080000,17.0
2005-03-26090000,21.0
2005-03-26100000,23.0
2005-03-26110000,21.0
2005-03-26120000,19.0
2005-03-26130000,17.0
2005-03-26140000,13.0
2005-03-26150000,13.0
2005-03-26160000,16.0
2005-03-26170000,22.0
2005-03-26180000,23.0
2005-03-26190000,22.0
2005-03-26200000,20.0
2005-03-26210000,23.0
2005-03-26220000,22.0
2005-03-26230000,16.0
2005-03-27000000,16.0
2005-03-27010000,13.0
2005-03-27020000,10.0
2005-03-27030000,10.0
2005-03-27040000,10.0
2005-03-27050000,8.0
2005-03-27060000,7.0
2005-03-27070000,11.0
2005-03-27080000,11.0
2005-03-27090000,11.0
2005-03-27100000,14.0
2005-03-27110000,13.0
2005-03-27120000,15.0
2005-03-27130000,13.0
2005-03-27140000,8.0
2005-03-27150000,9.0
2005-03-27160000,14.0
2005-03-27170000,18.0
2005-03-27180000,16.0
2005-03-27190000,18.0
2005-03-27200000,21.0
2005-03-27210000,19.0
2005-03-27220000,17.0
2005-03-27230000,19.0
2005-03-28000000,16.0
2005-03-28010000,12.0
2005-03-28020000,10.0
2005-03-28030000,10.0
2005-03-28040000,8.0
2005-03-28050000,6.0
2005-03-28060000,6.0
2005-03-28070000,10.0
2005-03-28080000,10.0
2005-03-28090000,13.0
2005-03-28100000,15.0
2005-03-28110000,16.0
2005-03-28120000,14.0
2005-03-28130000,14.0
2005-03-28140000,12.0
2005-03-28150000,13.0
2005-03-28160000,14.0
2005-03-28170000,16.0
2005-03-28180000,28.0
2005-03-28190000,37.0
2005-03-28200000,29.0
2005-03-28210000,18.0
2005-03-28220000,16.0
2005-03-28230000,17.0
2005-03-29000000,15.0
2005-03-29010000,10.0
2005-03-29020000,8.0
2005-03-29030000,5.0
2005-03-29050000,5.0
2005-03-29060000,10.0
2005-03-29070000,30.0
2005-03-29080000,51.0
2005-03-29090000,43.0
2005-03-29100000,33.0
2005-03-29110000,24.0
2005-03-29120000,24.0
2005-03-29130000,25.0
